"access_no","date","address","access"
"18421348","2019/04/01 07:58","青鸾苑[出门]","1"
"4905008","2019/04/01 07:58","青鸾苑[出门]","1"
"12960443","2019/04/01 07:59","青鸾苑[出门]","1"
"20730071","2019/04/01 08:00","青鸾苑[出门]","1"
"4123428","2019/04/01 08:00","青鸾苑[出门]","1"
"5358372","2019/04/01 08:01","青鸾苑[出门]","1"
"7627392","2019/04/01 00:00","第七教学楼[进门]","1"
"4262452","2019/04/01 00:00","青鸾苑[出门]","1"
"18934071","2019/04/01 08:01","第六教学楼[出门]","1"
"9951668","2019/04/01 00:00","青鸾苑[出门]","1"
"17622087","2019/04/01 08:02","青鸾苑[出门]","1"
"17761399","2019/04/01 08:03","第六教学楼[出门]","1"
"21715812","2019/04/01 00:00","青鸾苑[出门]","1"
"19001690","2019/04/01 00:00","第七教学楼[进门]","1"
"408023","2019/04/01 08:03","青鸾苑[出门]","1"
"7110939","2019/04/01 08:03","第六教学楼[出门]","1"
"20952327","2019/04/01 08:04","青鸾苑[出门]","1"
"19739959","2019/04/01 00:00","青鸾苑[出门]","1"
"19347044","2019/04/01 08:05","青鸾苑[出门]","1"
"24345575","2019/04/01 08:05","青鸾苑[出门]","1"
"18262967","2019/04/01 00:00","青鸾苑[进门]","1"
"20822679","2019/04/01 00:00","青鸾苑[出门]","1"
"20527140","2019/04/01 00:00","青鸾苑[出门]","1"
"17661335","2019/04/01 08:06","青鸾苑[出门]","1"
"25326859","2019/04/01 00:00","青鸾苑[出门]","1"
"24222587","2019/04/01 08:08","青鸾苑[出门]","1"
"10003492","2019/04/01 00:00","青鸾苑[出门]","1"
"6936555","2019/04/01 00:00","第五教学楼[进门]","1"
"9644192","2019/04/01 08:17","第五教学楼[出门]","1"
"6936474","2019/04/01 08:18","飞凤轩[出门]","1"
"21838010","2019/04/01 08:19","飞凤轩[出门]","1"
"6936474","2019/04/01 08:21","飞凤轩[进门]","1"
"21756842","2019/04/01 08:23","飞凤轩[进门]","1"
"1310144","2019/04/01 08:25","飞凤轩[出门]","1"
"23959136","2019/04/01 08:27","飞凤轩[出门]","1"
"20348506","2019/04/01 08:30","飞凤轩[出门]","1"
"15812977","2019/04/01 08:33","第七教学楼[进门]","0"
"16059554","2019/04/01 08:33","第七教学楼[进门]","1"
"18432026","2019/04/01 08:34","飞凤轩[出门]","1"
"20717962","2019/04/01 08:36","飞凤轩[进门]","1"
"20717962","2019/04/01 08:36","飞凤轩[进门]","1"
"11759250","2019/04/01 08:36","第六教学楼[进门]","1"
"11759250","2019/04/01 08:36","第六教学楼[进门]","1"
"18432026","2019/04/01 08:39","飞凤轩[进门]","1"
"22058741","2019/04/01 08:39","飞凤轩[进门]","1"
"7307568","2019/04/01 08:42","第七教学楼[进门]","0"
"7307568","2019/04/01 08:42","第七教学楼[进门]","0"
"15852368","2019/04/01 08:42","飞凤轩[出门]","1"
"7307568","2019/04/01 08:43","第七教学楼[进门]","0"
"7307568","2019/04/01 08:43","第七教学楼[进门]","0"
"7307568","2019/04/01 08:43","第七教学楼[进门]","0"
"18149415","2019/04/01 08:44","第七教学楼[进门]","1"
"19741831","2019/04/01 08:44","第六教学楼[出门]","0"
"19741831","2019/04/01 08:45","第六教学楼[出门]","0"
"21451114","2019/04/01 08:45","第六教学楼[进门]","1"
"11759250","2019/04/01 08:45","第六教学楼[出门]","1"
"24109195","2019/04/01 08:46","第六教学楼[出门]","1"
"5617812","2019/04/01 08:48","飞凤轩[出门]","1"
"738235","2019/04/01 08:49","飞凤轩[出门]","1"
"18463415","2019/04/01 08:50","第六教学楼[进门]","1"
"16649895","2019/04/01 08:50","第七教学楼[进门]","1"
"20627794","2019/04/01 08:51","飞凤轩[进门]","1"
"24109195","2019/04/01 08:51","第六教学楼[进门]","1"
"23216400","2019/04/01 08:52","第六教学楼[进门]","1"
"8011572","2019/04/01 08:55","飞凤轩[进门]","1"
"23961543","2019/04/01 08:55","第七教学楼[进门]","1"
"18463415","2019/04/01 08:55","第六教学楼[出门]","1"
"11909419","2019/04/01 08:56","第六教学楼[出门]","1"
"11425344","2019/04/01 08:57","飞凤轩[出门]","1"
"15726587","2019/04/01 08:58","飞凤轩[出门]","1"
"18463415","2019/04/01 08:59","第六教学楼[进门]","1"
"18463415","2019/04/01 08:59","第六教学楼[进门]","1"
"19463495","2019/04/01 00:00","第六教学楼[出门]","1"
"19705610","2019/04/01 00:00","第六教学楼[出门]","1"
"11425344","2019/04/01 00:00","飞凤轩[进门]","1"
"17761399","2019/04/01 09:01","第六教学楼[出门]","1"
"17761399","2019/04/01 00:00","第六教学楼[进门]","1"
"3138436","2019/04/01 09:02","飞凤轩[出门]","1"
"17761399","2019/04/01 00:00","第六教学楼[出门]","1"
"15564475","2019/04/01 00:00","飞凤轩[出门]","1"
"17761399","2019/04/01 09:03","第六教学楼[进门]","1"
"14339044","2019/04/01 00:00","飞凤轩[出门]","1"
"14149056","2019/04/01 09:04","第七教学楼[进门]","1"
"20440592","2019/04/01 09:04","第六教学楼[出门]","1"
"21031498","2019/04/01 00:00","第六教学楼[出门]","1"
"24126591","2019/04/01 00:00","第六教学楼[出门]","1"
"19654586","2019/04/01 00:00","第六教学楼[出门]","1"
"17761399","2019/04/01 00:00","第六教学楼[进门]","1"
"8034976","2019/04/01 00:00","飞凤轩[出门]","1"
"24735584","2019/04/01 00:00","第六教学楼[进门]","1"
"21031498","2019/04/01 09:08","第六教学楼[进门]","1"
"21607994","2019/04/01 09:09","飞凤轩[出门]","1"
"21226794","2019/04/01 00:00","第六教学楼[进门]","1"
"18463415","2019/04/01 00:00","第六教学楼[出门]","1"
"21607994","2019/04/01 09:12","飞凤轩[进门]","1"
"17761399","2019/04/01 09:12","第六教学楼[出门]","1"
"17761399","2019/04/01 09:13","第六教学楼[进门]","1"
"21230346","2019/04/01 09:13","第六教学楼[出门]","1"
"19939130","2019/04/01 09:13","飞凤轩[出门]","1"
"21027066","2019/04/01 09:14","第六教学楼[出门]","1"
"17260261","2019/04/01 09:14","飞凤轩[出门]","1"
"19229066","2019/04/01 09:16","飞凤轩[出门]","1"
"19939130","2019/04/01 09:17","飞凤轩[进门]","1"
"21230346","2019/04/01 09:17","第六教学楼[进门]","1"
"2225794","2019/04/01 09:17","第七教学楼[进门]","1"
"206290","2019/04/01 09:18","飞凤轩[出门]","1"
"17263925","2019/04/01 09:18","第六教学楼[进门]","1"
"10152386","2019/04/01 09:20","第五教学楼[进门]","1"
"19036071","2019/04/01 09:20","第六教学楼[出门]","1"
"14728416","2019/04/01 09:21","第六教学楼[进门]","1"
"21452138","2019/04/01 09:21","飞凤轩[进门]","1"
"18762746","2019/04/01 09:21","第六教学楼[出门]","1"
"5310804","2019/04/01 09:22","第六教学楼[出门]","1"
"20608442","2019/04/01 09:23","飞凤轩[出门]","1"
"19050980","2019/04/01 09:24","第六教学楼[出门]","1"
"21844442","2019/04/01 09:24","飞凤轩[出门]","1"
"17004341","2019/04/01 09:24","第七教学楼[进门]","1"
"1050331","2019/04/01 09:25","飞凤轩[出门]","1"
"20513226","2019/04/01 09:26","第六教学楼[出门]","1"
"1123222","2019/04/01 09:26","飞凤轩[出门]","1"
"19050980","2019/04/01 09:27","第六教学楼[进门]","1"
"20527930","2019/04/01 09:27","飞凤轩[进门]","1"
"1338555","2019/04/01 09:28","飞凤轩[出门]","1"
"21561290","2019/04/01 09:29","第六教学楼[出门]","1"
"21229194","2019/04/01 09:29","飞凤轩[出门]","1"
"5310804","2019/04/01 09:29","第六教学楼[进门]","1"
"13353931","2019/04/01 09:29","飞凤轩[进门]","1"
"20513226","2019/04/01 09:30","第六教学楼[进门]","1"
"24415563","2019/04/01 09:31","第六教学楼[出门]","1"
"16306735","2019/04/01 09:31","第六教学楼[出门]","0"
"21926618","2019/04/01 09:31","第六教学楼[出门]","1"
"7849152","2019/04/01 09:31","飞凤轩[出门]","1"
"20037914","2019/04/01 09:31","第六教学楼[出门]","1"
"13741120","2019/04/01 09:32","飞凤轩[出门]","1"
"11427214","2019/04/01 09:32","飞凤轩[出门]","0"
"23961930","2019/04/01 09:32","飞凤轩[出门]","1"
"21648378","2019/04/01 09:33","第六教学楼[出门]","1"
"21911002","2019/04/01 09:33","飞凤轩[进门]","1"
"15726587","2019/04/01 09:34","飞凤轩[出门]","1"
"321915","2019/04/01 09:34","飞凤轩[出门]","1"
"7928314","2019/04/01 09:34","第六教学楼[出门]","1"
"20627946","2019/04/01 09:34","飞凤轩[出门]","1"
"19536490","2019/04/01 09:34","第六教学楼[进门]","1"
"12710194","2019/04/01 09:35","飞凤轩[进门]","1"
"934134","2019/04/01 09:35","飞凤轩[出门]","1"
"21810250","2019/04/01 09:36","第六教学楼[出门]","1"
"19930282","2019/04/01 09:36","飞凤轩[出门]","1"
"7110939","2019/04/01 09:36","第六教学楼[出门]","1"
"864299","2019/04/01 09:37","第六教学楼[出门]","1"
"4400443","2019/04/01 09:37","第六教学楼[进门]","1"
"39330","2019/04/01 09:37","飞凤轩[进门]","1"
"18421050","2019/04/01 09:38","飞凤轩[出门]","1"
"17931525","2019/04/01 09:38","飞凤轩[出门]","1"
"12363575","2019/04/01 09:38","第六教学楼[出门]","1"
"14746267","2019/04/01 09:39","飞凤轩[进门]","1"
"18535495","2019/04/01 09:39","飞凤轩[进门]","1"
"23263946","2019/04/01 09:40","第六教学楼[出门]","1"
"21727786","2019/04/01 09:40","飞凤轩[出门]","1"
"20440592","2019/04/01 09:40","第六教学楼[进门]","1"
"22128116","2019/04/01 09:40","第六教学楼[出门]","1"
"21655658","2019/04/01 09:40","飞凤轩[出门]","1"
"19934242","2019/04/01 09:41","第六教学楼[出门]","1"
"19756586","2019/04/01 09:41","飞凤轩[出门]","1"
"11914997","2019/04/01 09:41","青鸾苑[出门]","0"
"15939040","2019/04/01 09:41","青鸾苑[出门]","1"
"22128116","2019/04/01 09:42","第六教学楼[进门]","1"
"1913899","2019/04/01 09:43","第六教学楼[出门]","1"
"21947482","2019/04/01 09:43","飞凤轩[出门]","1"
"3724791","2019/04/01 09:43","青鸾苑[出门]","1"
"3724791","2019/04/01 09:43","青鸾苑[出门]","1"
"3724791","2019/04/01 09:43","青鸾苑[出门]","1"
"24155531","2019/04/01 09:43","第六教学楼[出门]","1"
"19213370","2019/04/01 09:44","飞凤轩[出门]","1"
"20711738","2019/04/01 09:44","第六教学楼[出门]","1"
"600342","2019/04/01 09:44","飞凤轩[出门]","1"
"20442666","2019/04/01 09:44","第六教学楼[进门]","1"
"8752162","2019/04/01 09:44","飞凤轩[进门]","1"
"21911002","2019/04/01 09:45","飞凤轩[出门]","1"
"6249920","2019/04/01 09:45","飞凤轩[进门]","1"
"9128416","2019/04/01 09:45","第六教学楼[出门]","1"
"20527930","2019/04/01 09:46","飞凤轩[出门]","1"
"21403626","2019/04/01 09:46","第六教学楼[出门]","1"
"21607994","2019/04/01 09:46","飞凤轩[出门]","1"
"1928603","2019/04/01 09:47","第六教学楼[进门]","1"
"8551712","2019/04/01 09:47","飞凤轩[出门]","1"
"16622005","2019/04/01 09:47","第七教学楼[进门]","1"
"20711738","2019/04/01 09:48","第六教学楼[进门]","1"
"17926549","2019/04/01 09:48","飞凤轩[进门]","1"
"12314053","2019/04/01 09:49","第七教学楼[进门]","0"
"20523738","2019/04/01 09:49","飞凤轩[进门]","1"
"17557895","2019/04/01 09:49","青鸾苑[出门]","1"
"22828722","2019/04/01 09:49","第六教学楼[进门]","1"
"8510898","2019/04/01 09:49","飞凤轩[出门]","1"
"17608565","2019/04/01 09:50","飞凤轩[出门]","1"
"21609674","2019/04/01 09:50","第六教学楼[进门]","1"
"19755962","2019/04/01 09:50","飞凤轩[进门]","1"
"5363367","2019/04/01 09:51","飞凤轩[出门]","1"
"15950336","2019/04/01 09:51","第六教学楼[出门]","1"
"19046138","2019/04/01 09:51","飞凤轩[出门]","1"
"20107578","2019/04/01 09:51","飞凤轩[进门]","1"
"1020390","2019/04/01 09:51","第六教学楼[出门]","1"
"21744650","2019/04/01 09:53","第七教学楼[进门]","1"
"1363371","2019/04/01 09:53","第六教学楼[出门]","1"
"8752162","2019/04/01 09:53","飞凤轩[出门]","1"
"20442666","2019/04/01 09:53","第六教学楼[出门]","1"
"21756842","2019/04/01 09:54","飞凤轩[出门]","1"
"16137467","2019/04/01 09:54","飞凤轩[进门]","1"
"1046214","2019/04/01 09:55","飞凤轩[进门]","1"
"19352298","2019/04/01 09:55","第六教学楼[进门]","1"
"17327637","2019/04/01 09:56","飞凤轩[出门]","1"
"13929133","2019/04/01 09:56","飞凤轩[进门]","1"
"24961634","2019/04/01 09:56","第六教学楼[出门]","1"
"11819104","2019/04/01 09:57","第六教学楼[进门]","1"
"11819104","2019/04/01 09:57","第六教学楼[进门]","1"
"23020896","2019/04/01 09:57","飞凤轩[进门]","1"
"4400443","2019/04/01 09:57","第六教学楼[出门]","1"
"15208082","2019/04/01 09:58","飞凤轩[进门]","1"
"17835991","2019/04/01 09:58","青鸾苑[出门]","1"
"4400443","2019/04/01 09:58","第六教学楼[进门]","1"
"8931232","2019/04/01 09:58","飞凤轩[进门]","1"
"17750453","2019/04/01 09:59","飞凤轩[出门]","1"
"18754634","2019/04/01 09:59","飞凤轩[进门]","1"
"651346","2019/04/01 09:59","第六教学楼[出门]","1"
"20119114","2019/04/01 10:00","飞凤轩[出门]","1"
"20119114","2019/04/01 10:00","飞凤轩[出门]","1"
"15363220","2019/04/01 10:00","第六教学楼[进门]","1"
"23946155","2019/04/01 00:00","飞凤轩[出门]","1"
"17162410","2019/04/01 10:01","飞凤轩[进门]","1"
"15935876","2019/04/01 00:00","飞凤轩[出门]","0"
"15935876","2019/04/01 00:00","飞凤轩[出门]","0"
"16649972","2019/04/01 00:00","青鸾苑[出门]","1"
"21357514","2019/04/01 00:00","飞凤轩[出门]","1"
"1046214","2019/04/01 10:02","飞凤轩[出门]","1"
"1046214","2019/04/01 00:00","飞凤轩[进门]","1"
"24357338","2019/04/01 10:04","飞凤轩[进门]","1"
"6310108","2019/04/01 00:00","青鸾苑[进门]","1"
"15238788","2019/04/01 00:00","第七教学楼[进门]","0"
"24357387","2019/04/01 00:00","第六教学楼[出门]","1"
"15238788","2019/04/01 00:00","第七教学楼[进门]","0"
"22009269","2019/04/01 00:00","飞凤轩[进门]","1"
"24961634","2019/04/01 10:06","第六教学楼[进门]","1"
"15918379","2019/04/01 10:06","第七教学楼[进门]","0"
"20435898","2019/04/01 00:00","飞凤轩[进门]","1"
"18718426","2019/04/01 00:00","第七教学楼[进门]","1"
"3414186","2019/04/01 00:00","飞凤轩[进门]","1"
"11917771","2019/04/01 00:00","第六教学楼[进门]","1"
"7725856","2019/04/01 10:09","飞凤轩[进门]","1"
"3414186","2019/04/01 00:00","飞凤轩[出门]","1"
"8241360","2019/04/01 00:00","飞凤轩[进门]","1"
"24357387","2019/04/01 10:11","第六教学楼[进门]","1"
"3414186","2019/04/01 00:00","飞凤轩[进门]","1"
"19226682","2019/04/01 00:00","第六教学楼[出门]","1"
"20209594","2019/04/01 10:12","飞凤轩[出门]","1"
"19353498","2019/04/01 10:14","第六教学楼[出门]","1"
"4834324","2019/04/01 10:14","第六教学楼[出门]","1"
"12710194","2019/04/01 10:14","飞凤轩[出门]","1"
"18009232","2019/04/01 10:16","飞凤轩[进门]","1"
"16860615","2019/04/01 10:16","第七教学楼[进门]","1"
"13920155","2019/04/01 10:16","第七教学楼[进门]","1"
"18762746","2019/04/01 10:16","第六教学楼[进门]","1"
"21011911","2019/04/01 10:17","飞凤轩[出门]","1"
"20556109","2019/04/01 10:17","第六教学楼[出门]","1"
"21162634","2019/04/01 10:17","飞凤轩[出门]","1"
"21162634","2019/04/01 10:19","飞凤轩[进门]","1"
"18718426","2019/04/01 10:19","第七教学楼[出门]","1"
"19512826","2019/04/01 10:19","第六教学楼[出门]","1"
"23020896","2019/04/01 10:20","飞凤轩[出门]","1"
"23020896","2019/04/01 10:20","飞凤轩[出门]","1"
"10122827","2019/04/01 10:21","飞凤轩[出门]","1"
"21317373","2019/04/01 10:21","飞凤轩[进门]","1"
"21317373","2019/04/01 10:22","飞凤轩[出门]","1"
"22059876","2019/04/01 10:22","第六教学楼[出门]","1"
"17162410","2019/04/01 10:23","飞凤轩[出门]","1"
"8645162","2019/04/01 10:23","第七教学楼[进门]","0"
"20035191","2019/04/01 10:24","第六教学楼[进门]","1"
"16804357","2019/04/01 10:25","第七教学楼[出门]","1"
"8510898","2019/04/01 10:25","飞凤轩[进门]","1"
"17260261","2019/04/01 10:25","飞凤轩[出门]","1"
"5310804","2019/04/01 10:26","第六教学楼[出门]","1"
"4217424","2019/04/01 10:26","第七教学楼[出门]","1"
"3744132","2019/04/01 10:28","青鸾苑[出门]","1"
"5310804","2019/04/01 10:28","第六教学楼[进门]","1"
"5761188","2019/04/01 10:28","青鸾苑[进门]","1"
"16919477","2019/04/01 10:28","飞凤轩[进门]","1"
"24126591","2019/04/01 10:28","第六教学楼[进门]","1"
"24126591","2019/04/01 10:29","第六教学楼[进门]","1"
"4400443","2019/04/01 10:29","第六教学楼[出门]","1"
"4400443","2019/04/01 10:31","第六教学楼[进门]","1"
"19803856","2019/04/01 10:31","飞凤轩[出门]","1"
"16801184","2019/04/01 10:33","飞凤轩[出门]","1"
"11118788","2019/04/01 10:34","飞凤轩[出门]","1"
"18708567","2019/04/01 10:35","飞凤轩[出门]","1"
"16137467","2019/04/01 10:36","飞凤轩[出门]","1"
"20554055","2019/04/01 10:37","青鸾苑[出门]","1"
"6936474","2019/04/01 10:37","飞凤轩[出门]","1"
"11118788","2019/04/01 10:39","飞凤轩[进门]","1"
"6936474","2019/04/01 10:40","飞凤轩[进门]","1"
"1046214","2019/04/01 10:45","飞凤轩[出门]","1"
